94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
K000019,K000077,K000172,J000256,L000174,L000123,L000020,L000119,K000312,K000259,K000088,K000180,K000288,K000210,K000148,K000288,K000288,K000360,K000352,K000380,K000388,K000383,K000394,K000392,K000398
K000020,K000086,K000190,K000017,L000180,L000148,L000045,L000123,K000319,K000262,K000105,K000181,K000305,K000220,K000172,K000305,K000305,K000362,K000360,K000381,L000174,K000384,K000395,K000393,K000399
K000025,K000105,K000304,K000019,L000225,L000169,L000090,L000169,K000352,K000270,K000110,K000188,K000306,K000259,K000180,K000306,K000336,K000363,K000362,K000382,L000263,K000385,L000174,K000394,K000400
K000077,K000153,K000319,K000020,L000226,L000174,L000116,L000174,L000020,K000274,K000113,K000210,K000336,K000288,K000188,K000336,K000352,K000365,K000363,K000383,L000287,K000386,L000287,K000395,K000401
K000086,K000162,K000322,K000025,L000237,L000180,L000123,L000180,L000045,K000288,K000118,K000220,K000352,K000305,K000210,K000352,K000360,K000366,K000367,K000384,L000397,K000387,L000397,K000396,K000402
K000105,K000172,L000020,K000086,L000243,L000225,L000169,L000225,L000090,K000305,K000146,K000259,K000357,K000306,K000220,K000358,K000361,K000367,K000369,K000385,L000480,K000388,L000480,K000397,L000266
K000153,K000190,L000116,K000105,L000261,L000226,L000174,L000226,L000098,K000306,K000148,K000270,L000035,K000336,K000259,K000360,K000362,K000368,K000375,L000111,L000491,K000389,L000491,L000174,L000273
K000162,K000302,L000148,K000118,L000263,L000237,L000180,L000237,L000119,K000312,K000172,K000274,L000043,K000352,K000288,K000361,K000363,K000369,K000376,L000123,L000551,K000390,L000551,L000266,L000397
K000190,K000319,L000167,K000172,L000264,L000243,L000225,L000243,L000123,K000328,K000181,K000288,L000090,K000358,K000305,K000362,K000364,K000370,K000378,L000174,L000554,K000391,L000557,L000273,L000491
K000273,K000325,L000169,K000190,L000265,L000261,L000226,L000261,L000169,K000333,K000210,K000305,L000096,K000359,K000306,K000363,K000365,K000371,L000111,L000261,L000557,K000392,L000559,L000397,L000551
K000302,K000333,L000174,K000304,L000274,L000263,L000237,L000263,L000174,K000352,K000220,K000306,L000111,K000360,K000336,K000364,K000366,K000372,L000123,L000263,L000559,K000393,L000560,L000491,L000557
K000325,L000020,L000180,K000322,L000295,L000264,L000243,L000264,L000225,L000035,K000259,K000336,L000123,K000361,K000352,L000035,K000367,K000373,L000174,L000287,L000560,L000174,L000562,L000551,L000560
K000333,L000116,L000187,L000020,L000342,L000274,L000261,L000274,L000226,L000045,K000270,K000352,L000155,L000035,K000358,L000090,L000035,K000374,L000261,L000397,L000562,L000263,L000563,L000557,L000562
L000020,L000148,L000192,L000090,L000371,L000295,L000263,L000287,L000243,L000090,K000274,L000043,L000169,L000043,K000360,L000111,L000043,L000035,L000263,L000480,L000563,L000287,L000564,L000559,L000564
L000054,L000169,L000226,L000116,L000381,L000305,L000264,L000295,L000261,L000096,K000288,L000090,L000174,L000090,K000361,L000123,L000090,L000111,L000274,L000491,L000564,L000397,L000565,L000560,L000566
L000116,L000174,L000237,L000123,L000396,L000342,L000274,L000304,L000263,L000098,K000305,L000096,L000261,L000096,K000362,L000169,L000111,L000123,L000287,L000550,L000565,L000480,L000566,L000562,L000569
L000148,L000187,L000243,L000148,L000413,L000371,L000287,L000305,L000264,L000119,K000306,L000111,L000263,L000111,K000363,L000174,L000123,L000174,L000304,L000551,L000566,L000491,L000569,L000564,L000570
L000174,L000221,L000261,L000169,L000417,L000381,L000295,L000342,L000274,L000123,K000352,L000123,L000274,L000169,L000035,L000261,L000174,L000261,L000397,L000554,L000567,L000551,L000570,L000566,L000571
L000221,L000226,L000265,L000174,L000428,L000396,L000305,L000371,L000287,L000155,L000035,L000155,L000287,L000174,L000043,L000263,L000261,L000263,L000480,L000557,L000569,L000554,L000575,L000569,L000575
L000226,L000243,L000274,L000180,L000447,L000411,L000342,L000381,L000295,L000169,L000090,L000169,L000293,L000261,L000090,L000274,L000263,L000274,L000491,L000559,L000570,L000557,L000576,L000570,L000577
L000243,L000265,L000371,L000187,L000479,L000417,L000371,L000420,L000304,L000174,L000096,L000174,L000304,L000263,L000111,L000287,L000274,L000287,L000504,L000560,L000571,L000559,L000577,L000571,L000578
L000265,L000371,L000379,L000192,L000486,L000428,L000381,L000447,L000305,L000225,L000111,L000261,L000321,L000274,L000123,L000293,L000287,L000304,L000517,L000562,L000573,L000560,L000578,L000575,L000582
L000360,L000379,L000381,L000226,L000504,L000447,L000447,L000479,L000342,L000261,L000119,L000263,L000342,L000287,L000169,L000304,L000293,L000321,L000550,L000563,L000575,L000562,L000579,L000576,L000583
L000379,L000381,L000396,L000237,L000506,L000479,L000479,L000480,L000371,L000263,L000123,L000274,L000371,L000293,L000174,L000321,L000304,L000397,L000551,L000564,L000576,L000563,L000581,L000577,L000585
L000381,L000413,L000413,L000243,L000508,L000486,L000486,L000504,L000381,L000267,L000155,L000287,L000397,L000304,L000261,L000397,L000321,L000480,L000553,L000565,L000577,L000564,L000582,L000578,L000589
L000413,L000417,L000417,L000261,L000516,L000504,L000504,L000508,L000420,L000274,L000169,L000293,L000447,L000321,L000263,L000447,L000397,L000491,L000554,L000566,L000578,L000565,L000583,L000579,L000590
L000417,L000428,L000428,L000265,L000517,L000506,L000506,L000509,L000447,L000287,L000174,L000304,L000480,L000342,L000274,L000480,L000447,L000504,L000557,L000567,L000579,L000566,L000585,L000581,L000593
L000428,L000447,L000447,L000274,L000556,L000508,L000508,L000556,L000479,L000293,L000261,L000321,L000491,L000397,L000287,L000491,L000480,L000517,L000559,L000569,L000580,L000567,L000586,L000582,L000595
L000447,L000504,L000486,L000371,M000019,L000516,L000509,M000015,L000480,L000295,L000263,L000342,L000504,L000447,L000293,L000504,L000491,L000550,L000560,L000570,L000581,L000569,L000588,L000583,L000596
L000506,L000506,L000504,L000381,M000023,L000517,L000517,M000019,L000504,L000304,L000274,L000371,L000521,L000480,L000304,L000517,L000504,L000551,L000562,L000571,L000582,L000570,L000589,L000585,L000597
L000516,L000508,L000506,L000396,M000041,L000556,L000556,M000041,L000507,L000305,L000287,L000397,L000550,L000491,L000321,L000550,L000517,L000553,L000563,L000573,L000583,L000573,L000590,L000586,L000598
L000556,L000516,L000508,L000413,M000133,M000019,M000019,M000117,L000556,L000321,L000293,L000447,L000551,L000504,L000342,L000551,L000550,L000554,L000564,L000575,L000584,L000575,L000591,L000588,L000599
M000005,L000556,L000516,L000417,M000139,M000023,M000023,M000133,M000015,L000342,L000304,L000480,L000552,L000521,L000397,L000552,L000551,L000557,L000565,L000576,L000585,L000576,L000592,L000589,L000600
M000039,L000561,L000517,L000428,M000143,M000041,M000041,M000139,M000019,L000371,L000305,L000491,L000553,L000550,L000447,L000553,L000552,L000559,L000566,L000577,M000087,L000577,L000593,L000590,L000601
M000041,M000041,L000556,L000447,M000174,M000117,M000117,M000174,M000041,L000381,L000321,L000504,L000554,L000551,L000480,L000554,L000553,L000560,L000567,L000578,M000133,L000578,L000594,L000591,L000602
M000053,M000053,M000041,L000479,M000183,M000133,M000133,M000195,M000117,L000420,L000342,L000521,L000556,L000552,L000491,L000557,L000554,L000562,L000568,L000579,M000303,L000579,M000087,L000592,L000603
M000058,M000058,M000053,L000486,M000195,M000139,M000139,M000206,M000133,L000447,L000371,L000550,L000557,L000553,L000504,L000559,L000557,L000563,L000569,L000580,M000312,L000580,M000133,L000593,L000604
M000065,M000065,M000058,L000504,M000206,M000174,M000174,M000249,M000139,L000480,L000397,L000551,L000558,L000554,L000550,L000560,L000559,L000564,L000570,M000087,M000355,L000581,M000312,L000594,L000605
M000105,M000105,M000133,L000506,M000241,M000195,M000195,M000250,M000174,L000491,L000431,L000552,M000019,L000556,L000551,L000562,L000560,L000565,L000571,M000133,M000404,L000582,M000355,L000595,M000133
M000113,M000133,M000136,L000508,M000249,M000206,M000206,M000264,M000206,L000504,L000447,L000553,M000087,L000557,L000552,L000563,L000562,L000566,L000573,M000303,M000639,L000583,M000639,M000087,M000194
M000133,M000136,M000139,L000516,M000250,M000241,M000249,M000291,M000236,L000556,L000480,L000554,M000090,L000558,L000553,M000087,L000563,L000567,L000574,M000309,M000689,L000584,M000687,M000133,M000312
M000183,M000139,M000143,L000517,M000257,M000249,M000250,M000303,M000249,M000015,L000491,L000556,M000133,L000559,L000554,M000133,L000564,L000568,L000575,M000312,M000702,L000585,M000934,M000194,M000317
M000241,M000143,M000183,L000547,M000264,M000250,M000264,M000306,M000264,M000019,L000504,M000019,M000206,L000560,L000557,M000303,L000565,L000569,L000576,M000355,M000934,L000586,M001111,M000312,M000355
M000244,M000183,M000241,L000556,M000291,M000257,M000291,M000342,M000291,M000087,L000521,M000087,M000212,L000562,L000558,M000309,L000566,L000570,L000577,M000404,M001111,L000587,M001137,M000317,M000639
M000250,M000241,M000244,M000041,M000303,M000264,M000303,M000346,M000303,M000100,L000552,M000090,M000249,M000087,L000559,M000312,M000087,L000571,M000087,M000485,M001137,L000588,M001143,M000355,M000687
M000291,M000244,M000249,M000133,M000306,M000291,M000306,M000350,M000306,M000117,L000553,M000117,M000303,M000090,L000560,M000355,M000133,L000572,M000133,M000508,M001143,L000589,M001153,M000639,M000934
M000332,M000250,M000250,M000136,M000342,M000303,M000342,M000355,M000342,M000129,L000554,M000133,M000309,M000133,L000562,M000388,M000303,M000087,M000303,M000639,M001144,M000087,M001156,M000687,M001111
M000340,M000260,M000260,M000139,M000346,M000306,M000346,M000388,M000350,M000133,L000556,M000206,M000312,M000212,M000087,M000404,M000309,M000133,M000309,M000689,M001150,M000133,M001157,M000934,M001135
M000343,M000291,M000264,M000143,M000350,M000342,M000350,M000398,M000355,M000206,M000019,M000212,M000316,M000249,M000133,M000472,M000312,M000303,M000312,M000702,M001151,M000303,M001158,M001111,M001136
M000346,M000332,M000291,M000174,M000398,M000346,M000355,M000399,M000388,M000236,M000087,M000249,M000350,M000303,M000249,M000485,M000355,M000309,M000355,M000725,M001153,M000312,M001159,M001135,M001137
M000349,M000340,M000340,M000183,M000399,M000350,M000388,M000404,M000398,M000249,M000117,M000303,M000355,M000309,M000303,M000508,M000388,M000312,M000404,M000933,M001156,M000355,M001160,M001136,M001143
M000365,M000343,M000343,M000195,M000413,M000355,M000398,M000432,M000399,M000291,M000133,M000309,M000388,M000312,M000309,M000523,M000404,M000355,M000485,M000934,M001157,M000639,M001163,M001137,M001153
M000399,M000346,M000346,M000206,M000432,M000398,M000399,M000458,M000404,M000303,M000206,M000312,M000404,M000316,M000312,M000590,M000472,M000404,M000508,M001111,M001158,M000934,M001165,M001143,M001156
M000413,M000365,M000365,M000241,M000458,M000399,M000432,M000473,M000432,M000306,M000207,M000316,M000472,M000355,M000316,M000627,M000485,M000472,M000639,M001137,M001159,M001111,M001166,M001153,M001157
M000433,M000399,M000399,M000249,M000473,M000432,M000458,M000566,M000458,M000342,M000212,M000350,M000477,M000388,M000355,M000639,M000508,M000485,M000689,M001139,M001160,M001137,M001169,M001156,M001159
M000436,M000413,M000413,M000250,M000512,M000458,M000473,M000573,M000473,M000350,M000249,M000355,M000481,M000404,M000388,M000689,M000590,M000508,M000702,M001142,M001163,M001143,M001176,M001157,M001160
M000445,M000433,M000433,M000257,M000527,M000473,M000527,M000590,M000566,M000355,M000303,M000388,M000485,M000472,M000404,M000702,M000627,M000639,M000725,M001143,M001165,M001151,M001177,M001159,M001163
M000452,M000436,M000452,M000260,M000589,M000512,M000566,M000678,M000573,M000388,M000316,M000399,M000508,M000477,M000472,M000714,M000639,M000689,M000933,M001144,M001166,M001153,M001179,M001160,M001165
M000473,M000452,M000473,M000264,M000635,M000527,M000573,M000684,M000590,M000398,M000350,M000404,M000523,M000485,M000477,M000725,M000689,M000702,M000934,M001149,M001169,M001156,M001180,M001163,M001169
M000486,M000473,M000490,M000291,M000678,M000566,M000635,M000687,M000678,M000399,M000355,M000466,M000590,M000508,M000485,M000844,M000702,M000725,M001111,M001150,M001170,M001157,M001183,M001165,M001176
M000490,M000486,M000527,M000340,M000688,M000635,M000678,M000692,M000684,M000404,M000388,M000472,M000627,M000523,M000508,M000933,M000714,M000844,M001134,M001151,M001176,M001158,M001184,M001166,M001177
M000527,M000490,M000635,M000343,M000692,M000678,M000684,M000702,M000687,M000466,M000399,M000477,M000628,M000590,M000590,M000934,M000725,M000933,M001137,M001153,M001177,M001159,M001185,M001169,M001183
M000626,M000527,M000678,M000346,M000702,M000684,M000687,M000718,M000692,M000472,M000404,M000481,M000639,M000627,M000627,M001111,M000844,M000934,M001138,M001156,M001179,M001160,M001187,M001176,M001184
M000635,M000626,M000688,M000350,M000718,M000688,M000688,M000725,M000702,M000477,M000466,M000485,M000669,M000628,M000639,M001120,M000933,M001111,M001139,M001157,M001180,M001163,M001188,M001177,M001188
M000671,M000635,M000692,M000398,M000725,M000692,M000692,M000736,M000718,M000508,M000472,M000508,M000689,M000639,M000689,M001134,M000934,M001120,M001142,M001158,M001181,M001165,M001190,M001180,M001190
M000675,M000671,M000702,M000399,M000794,M000702,M000702,M000794,M000725,M000523,M000477,M000523,M000702,M000689,M000702,M001137,M001111,M001134,M001143,M001159,M001182,M001166,M001194,M001183,M001194
M000678,M000675,M000703,M000413,M000796,M000718,M000718,M000797,M000736,M000566,M000481,M000590,M000714,M000702,M000714,M001138,M001120,M001137,M001144,M001160,M001183,M001169,M001195,M001184,M001195
M000685,M000678,M000718,M000432,M000811,M000725,M000725,M000811,M000794,M000590,M000508,M000627,M000720,M000714,M000725,M001139,M001134,M001138,M001147,M001163,M001184,M001170,M001196,M001185,M001196
M000686,M000685,M000725,M000458,M000826,M000736,M000736,M000834,M000797,M000627,M000523,M000628,M000725,M000720,M000844,M001140,M001137,M001139,M001149,M001165,M001185,M001176,M001197,M001186,M001198
M000692,M000692,M000794,M000473,M000834,M000794,M000794,M000842,M000811,M000628,M000590,M000639,M000795,M000725,M000933,M001142,M001138,M001140,M001150,M001166,M001187,M001177,M001198,M001188,M001199
M000703,M000702,M000796,M000527,M000842,M000811,M000811,M000843,M000834,M000639,M000627,M000669,M000797,M000797,M000934,M001143,M001139,M001142,M001151,M001169,M001188,M001179,M001199,M001190,M001204
M000708,M000703,M000808,M000635,M000844,M000826,M000834,M000844,M000843,M000678,M000628,M000689,M000834,M000834,M001111,M001144,M001140,M001143,M001153,M001170,M001189,M001180,M001200,M001194,M001205
M000718,M000708,M000811,M000678,M000865,M000834,M000842,M000865,M000844,M000684,M000639,M000702,M000844,M000844,M001120,M001146,M001142,M001144,M001154,M001171,M001190,M001181,M001201,M001195,M001206
M000725,M000718,M000826,M000688,M000881,M000842,M000844,M000881,M000865,M000687,M000669,M000714,M000933,M000933,M001134,M001147,M001143,M001146,M001155,M001176,M001191,M001182,M001202,M001196,M001208
M000778,M000725,M000834,M000692,M000923,M000844,M000865,M000926,M000881,M000689,M000684,M000720,M000934,M000934,M001137,M001148,M001144,M001147,M001156,M001177,M001193,M001183,M001203,M001198,M001210
M000794,M000794,M000839,M000702,M000926,M000860,M000881,M000941,M000926,M000692,M000687,M000725,M000941,M000941,M001138,M001149,M001146,M001148,M001157,M001179,M001194,M001184,M001204,M001199,M001211
M000796,M000796,M000845,M000718,M000992,M000865,M000926,M000992,M000933,M000702,M000689,M000795,M001054,M001085,M001139,M001150,M001147,M001149,M001158,M001180,M001195,M001185,M001205,M001200,M001212
M000797,M000808,M000851,M000725,M000999,M000881,M000941,M000999,M000941,M000720,M000702,M000797,M001085,M001111,M001140,M001151,M001148,M001150,M001159,M001181,M001196,M001187,M001206,M001202,M001213
M000808,M000826,M000865,M000794,M001054,M000923,M000992,M001054,M000999,M000725,M000714,M000834,M001111,M001120,M001141,M001152,M001149,M001151,M001160,M001182,M001197,M001188,M001207,M001203,M001214
M000826,M000834,M000923,M000796,M001057,M000926,M000999,M001057,M001054,M000794,M000720,M000843,M001120,M001134,M001142,M001153,M001150,M001153,M001163,M001183,N000002,M001189,M001208,M001204,M001215
M000834,M000839,M000926,M000808,M001085,M000992,M001054,M001085,M001057,M000795,M000725,M000844,M001134,M001137,M001143,M001154,M001151,M001154,M001165,M001184,N000015,M001190,M001209,M001205,M001216
M000839,M000845,M000930,M000811,M001088,M000999,M001057,M001088,M001085,M000797,M000794,M000933,M001137,M001138,M001144,M001155,M001152,M001155,M001166,M001185,N000032,M001193,M001210,M001206,M001217
M000845,M000851,M000956,M000826,M001120,M001054,M001085,M001120,M001088,M000811,M000795,M000934,M001138,M001139,M001145,M001156,M001153,M001156,M001169,M001187,N000127,M001194,N000002,M001208,M001218
M000851,M000865,M001044,M000834,M001130,M001057,M001088,M001130,M001120,M000834,M000797,M000941,M001139,M001140,M001146,M001157,M001154,M001157,M001170,M001188,N000147,M001195,N000015,M001210,M001219
M000865,M000923,M001054,M000839,N000009,M001085,M001120,N000003,M001130,M000843,M000834,M001025,M001140,M001141,M001147,M001158,M001155,M001158,M001176,M001189,N000179,M001196,N000147,M001211,M001220
M000876,M000926,M001088,M000842,N000016,M001088,M001130,N000009,N000002,M000844,M000843,M001054,M001141,M001142,M001148,M001159,M001156,M001159,M001177,M001190,N000181,M001197,N000179,M001212,M001221
M000923,M000930,M001098,M000845,N000032,M001120,N000003,N000015,N000003,M000865,M000844,M001085,N000002,M001143,M001149,M001160,M001157,M001160,M001179,M001191,N000182,M001198,N000181,M001213,M001222
M000926,M000956,M001101,M000851,N000095,M001130,N000009,N000016,N000009,M000926,M000865,M001111,N000015,M001144,M001150,M001161,M001158,M001161,M001180,M001192,N000184,M001199,N000188,M001214,M001223
M000930,M001035,M001120,M000865,N000102,N000009,N000016,N000032,N000015,M000933,M000926,M001120,N000051,M001153,M001151,M001162,M001159,M001162,M001181,N000002,N000185,M001200,N000189,M001215,M001224
M000956,M001044,M001121,M000923,N000106,N000016,N000032,N000102,N000016,M000941,M000933,M001134,N000081,N000002,M001152,M001163,M001160,M001163,M001182,N000015,N000186,M001201,N000190,N000002,M001225
M000958,M001054,M001123,M000926,N000163,N000032,N000095,N000106,N000094,M001025,M000941,M001137,N000102,N000015,M001153,N000002,M001161,M001165,M001183,N000032,N000188,M001202,N000191,N000015,M001226
M001031,M001088,M001130,M000999,N000171,N000095,N000102,N000163,N000102,M001054,M001025,M001138,N000143,N000032,M001154,N000015,M001162,M001166,M001184,N000127,N000189,M001206,O000168,N000026,M001227
M001033,M001098,M001132,M001044,O000001,N000102,N000106,N000171,N000147,M001085,M001054,N000002,N000147,N000051,N000002,N000032,M001163,M001167,N000002,N000147,O000167,N000002,O000171,N000147,M001228
M001035,M001101,N000009,M001054,O000006,N000106,N000163,O000001,N000163,M001088,M001085,N000015,N000159,N000081,N000015,N000081,M001164,M001168,N000015,N000179,O000168,N000015,O000172,N000179,M001229
M001044,M001120,N000016,M001085,O000007,N000163,N000171,O000006,N000171,M001111,M001111,N000051,N000172,N000102,N000032,N000143,M001165,M001169,N000032,N000181,O000170,N000032,O000173,N000181,N000002
M001098,M001121,N000019,M001088,O000010,N000171,O000001,O000007,N000172,M001120,M001120,N000054,N000179,N000143,N000051,N000147,M001166,M001170,N000147,N000182,P000034,N000127,P000034,N000188,N000015
M001101,M001128,N000032,M001120,O000069,O000001,O000006,O000069,O000001,M001130,M001130,N000081,O000006,N000147,N000081,N000159,M001167,M001171,N000179,N000184,P000096,N000147,P000096,N000189,N000026
M001120,M001130,N000033,M001130,O000098,O000006,O000007,O000107,O000006,M001138,M001134,N000102,O000007,N000159,N000102,N000172,M001168,M001172,N000180,N000185,P000197,N000179,P000197,N000190,N000147
M001121,M001132,N000095,N000005,O000107,O000007,O000069,O000156,O000007,N000002,M001138,N000143,O000085,N000172,N000143,N000179,M001169,M001173,N000181,N000186,P000258,N000181,P000258,N000191,N000179
M001128,N000009,N000127,N000009,O000134,O000010,O000107,O000159,O000069,N000009,N000002,N000147,O000107,N000179,N000147,N000180,M001170,M001174,N000182,N000187,P000373,N000184,P000449,N000192,N000188
M001130,N000016,N000163,N000016,O000159,O000069,O000156,O000163,O000085,N000015,N000015,N000159,O000159,N000180,N000159,N000181,N000002,M001175,N000184,N000188,P000449,N000188,P000523,O000019,N000189
M001132,N000019,N000171,N000027,O000163,O000098,O000159,P000005,O000107,N000016,N000051,N000172,O000163,O000006,N000172,N000182,N000015,M001176,N000185,O000167,P000523,N000189,P000587,O000086,N000190
N000009,N000033,O000001,N000032,P000005,O000107,O000163,P000009,O000108,N000102,N000054,O000006,O000164,O000007,N000179,O000006,N000032,M001177,N000186,O000168,P000588,N000190,P000593,O000171,N000191
N000016,N000095,O000006,N000095,P000009,O000159,P000005,P000034,O000156,N000147,N000081,O000007,P000005,O000085,N000180,O000007,N000147,M001178,O000085,O000169,P000591,O000167,P000595,O000172,N000193
N000019,N000113,O000007,N000102,P000047,O000163,P000009,P000047,O000159,N000171,N000102,O000085,P000034,O000107,N000181,O000085,N000159,M001183,O000167,O000170,P000592,O000168,P000597,O000173,N000194
N000033,N000127,O000010,N000163,P000080,P000005,P000034,P000066,O000163,N000172,N000147,O000107,P000096,O000159,N000182,O000107,N000179,N000002,O000168,P000034,P000593,O000170,P000599,O000174,O000019
N000095,N000163,O000098,N000171,P000097,P000009,P000047,P000080,P000005,O000006,N000159,O000159,P000099,O000163,O000006,O000159,N000180,N000015,O000169,P000096,P000594,O000171,P000601,P000034,O000086
N000113,N000171,O000134,O000001,P000104,P000047,P000080,P000097,P000009,O000007,N000171,O000163,P000149,O000164,O000007,O000163,N000181,N000032,P000034,P000099,P000595,P000034,P000603,P000048,O000172
N000127,O000001,P000009,O000006,P000121,P000080,P000097,P000112,P000034,O000085,N000172,P000005,P000171,O000165,O000085,O000165,N000182,N000147,P000096,P000197,P000596,P000096,P000604,P000096,O000173
N000163,O000006,P000047,O000007,P000170,P000097,P000112,P000148,P000047,O000107,O000006,P000034,P000197,O000166,O000107,O000166,O000006,N000179,P000099,P000258,P000597,P000197,P000605,P000145,O000174
N000171,O000007,P000097,O000010,P000193,P000170,P000152,P000149,P000066,O000108,O000007,P000049,P000258,P000034,O000159,O000167,O000007,N000180,P000149,P000265,P000598,P000258,P000607,P000197,O000175
O000006,O000010,P000106,O000098,P000215,P000193,P000170,P000152,P000099,O000159,O000085,P000066,P000263,P000096,O000163,P000034,O000085,N000181,P000197,P000373,P000599,P000449,P000608,P000449,P000034
O000007,O000098,P000121,O000134,P000218,P000215,P000193,P000170,P000112,O000163,O000107,P000096,P000265,P000099,O000164,P000096,O000107,N000182,P000258,P000449,P000601,P000523,P000609,P000523,P000048
O000010,O000134,P000170,O000163,P000222,P000218,P000197,P000193,P000148,P000005,O000108,P000099,P000323,P000149,O000165,P000099,O000167,N000183,P000265,P000523,P000602,P000587,P000610,P000587,P000096
O000055,P000009,P000193,P000009,P000229,P000229,P000215,P000197,P000149,P000009,O000159,P000148,P000326,P000197,O000166,P000149,P000034,O000006,P000373,P000588,P000603,P000588,P000612,P000593,P000145
O000098,P000047,P000218,P000047,P000230,P000265,P000218,P000215,P000152,P000034,O000163,P000149,P000373,P000258,P000034,P000197,P000096,O000007,P000449,P000590,P000604,P000591,P000613,P000595,P000197
O000134,P000106,P000222,P000080,P000265,P000328,P000229,P000218,P000170,P000047,P000005,P000171,P000419,P000263,P000096,P000258,P000099,O000085,P000523,P000591,P000605,P000592,P000614,P000597,P000595
P000009,P000121,P000230,P000097,P000328,P000444,P000265,P000229,P000193,P000066,P000009,P000197,P000422,P000265,P000099,P000263,P000149,O000107,P000583,P000592,P000606,P000593,P000615,P000599,P000597
P000098,P000134,P000265,P000104,P000444,P000513,P000326,P000265,P000197,P000099,P000034,P000258,P000444,P000323,P000149,P000265,P000197,O000167,P000585,P000593,P000607,P000594,P000616,P000601,P000599
P000100,P000166,P000280,P000121,P000513,P000522,P000328,P000326,P000215,P000148,P000066,P000263,P000449,P000373,P000197,P000323,P000258,O000168,P000587,P000594,P000608,P000595,P000617,P000603,P000603
P000103,P000170,P000328,P000170,P000522,P000553,P000444,P000328,P000229,P000149,P000099,P000265,P000523,P000419,P000258,P000373,P000263,O000169,P000588,P000595,P000609,P000597,P000618,P000604,P000604
P000106,P000193,P000444,P000193,P000546,P000556,P000513,P000444,P000258,P000152,P000148,P000323,P000555,P000422,P000263,P000419,P000265,P000034,P000590,P000596,P000610,P000598,Q000023,P000605,P000605
P000121,P000218,P000513,P000218,P000553,P000574,P000522,P000452,P000259,P000193,P000149,P000326,P000583,P000449,P000265,P000422,P000323,P000096,P000591,P000597,P000611,P000599,R000122,P000607,P000607
P000134,P000222,P000520,P000222,P000556,Q000007,P000523,P000513,P000265,P000197,P000152,P000373,P000584,P000523,P000323,P000449,P000373,P000099,P000592,P000598,P000612,P000601,R000307,P000608,P000608
P000166,P000230,P000522,P000230,P000574,Q000013,P000553,P000523,P000326,P000215,P000193,P000419,Q000016,P000555,P000373,P000523,P000422,P000149,P000593,P000599,Q000023,P000602,R000395,P000609,P000609
P000193,P000273,P000546,P000265,P000583,R000011,P000556,P000556,P000328,P000258,P000197,P000422,R000004,P000583,P000419,P000555,P000523,P000197,P000594,P000601,R000053,P000603,R000486,P000610,P000610
P000218,P000328,P000553,P000280,Q000007,R000053,P000574,P000574,P000444,P000259,P000258,P000444,R000011,P000584,P000422,P000583,P000555,P000258,P000595,P000602,R000122,P000604,R000515,P000613,P000613
P000222,P000348,P000556,P000328,Q000013,R000080,Q000007,Q000007,P000452,P000265,P000259,P000449,R000033,P000585,P000449,P000585,P000583,P000265,P000596,P000603,R000146,P000605,R000575,P000614,P000614
P000230,P000398,P000574,P000444,R000011,R000141,Q000013,Q000013,P000513,P000326,P000265,P000452,R000053,P000586,P000523,P000586,P000585,P000373,P000597,P000604,R000307,P000606,R000576,P000615,P000615
P000272,P000513,P000583,P000513,R000046,R000146,R000011,R000011,P000523,P000328,P000326,P000523,R000122,P000587,P000555,P000587,P000586,P000422,P000598,P000605,R000395,P000607,R000577,P000616,P000616
P000273,P000520,Q000007,P000522,R000053,R000229,R000053,R000053,P000556,P000419,P000419,P000555,R000141,Q000016,P000583,P000588,P000587,P000523,P000599,P000606,R000409,P000608,R000582,P000617,P000617
P000280,P000522,Q000013,P000546,R000067,R000243,R000072,R000072,P000574,P000422,P000422,P000583,R000146,R000004,P000585,P000589,P000588,P000583,P000601,P000607,R000435,P000609,R000584,P000618,P000618
P000328,P000546,R000011,P000553,R000080,R000249,R000080,R000080,Q000007,P000444,P000444,Q000016,R000170,R000011,P000586,P000590,P000589,P000585,P000602,P000608,R000486,P000610,R000585,P000619,P000619
P000348,P000553,R000012,P000556,R000141,R000262,R000141,R000141,Q000013,P000449,P000449,R000004,R000258,R000033,P000587,P000591,P000590,P000586,P000603,Q000023,R000487,P000611,R000588,Q000023,P000620
P000398,P000574,R000046,P000574,R000146,R000277,R000146,R000146,R000011,P000452,P000452,R000011,R000281,R000053,P000588,P000592,P000591,P000587,P000604,R000011,R000515,P000612,R000591,R000103,Q000023
P000513,Q000007,R000053,P000583,R000229,R000307,R000189,R000189,R000033,P000513,P000513,R000033,R000295,R000122,P000589,R000004,P000592,P000590,Q000023,R000053,R000570,P000613,R000595,R000122,R000103
P000520,Q000010,R000067,Q000007,R000243,R000354,R000229,R000229,R000053,P000523,P000555,R000053,R000307,R000141,P000590,R000011,P000593,P000591,Q000024,R000122,R000575,Q000023,R000597,R000305,R000122
P000522,Q000013,R000141,Q000013,R000249,R000361,R000243,R000243,R000072,P000555,P000556,R000122,R000361,R000146,Q000016,R000033,R000004,P000592,R000011,R000146,R000576,R000122,R000599,R000395,R000305
P000546,R000011,R000165,R000011,R000262,R000374,R000249,R000249,R000080,P000556,Q000013,R000141,R000385,R000170,R000004,R000053,R000011,P000593,R000053,R000307,R000577,R000307,R000600,R000486,R000395
